Yelp URL,Rating,Date,Review Text,image URL,Generated Review
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,5/26/2022,"very expensive. i got like 4 things it was $30. wtf. and they want a tip. everything looks and tastes soo yummy. i got a cannoli, lobster claw, cannoli cheesecake, rainbow cookie. i wish the hotels would have actual mini fridges we could use to buy items. these celebrity restaurants are all the rage everywhere in vegas",https://s3-media0.fl.yelpcdn.com/bphoto/y43Y0Z5iPOIkGIERPyk2qA/348s.jpg,A girl tries to stop a prank and gives the cake a kiss
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,11/26/2021,"I've been to this bakery a couple of times. The location is what keeps me from frequenting it more; it's not convenient for me. The selection is great. Everything we've ever tried was very very good. The prices are okay. I really enjoy viewing the small kitchen area when someone is in there preparing desserts. There is typically a line and luckily the few times we've been there it wasn't too much of a wait. Staff have been friendly and efficient. The canollis were completely filled; no hidden gap in the middle! Not too rich so it was easy to eat a whole one and not share; mine! I've tried the famous 'lobster tail' which was good. Overall, the store decor and goods are above par, but the location means I rarely get here.",https://s3-media0.fl.yelpcdn.com/bphoto/_g70Zk0fgqUGFzO4iCRXeA/348s.jpg,This is a picture of a cookie topped with white chocolate.
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,1,8/18/2021,"This place was unbelievable, not in a good way. Customer service was very poor, they had a legitimate complaint and did nothing about it instead they pointed out that all sales are final on a recipe they did not give us. We ordered a cheesecake strawberry preserve and it was old and the strawberry on top was rotted. It looked like it was a week old, the preserves on top were very stiff and crusty on the edges! Clearly had been in the case for a while.",https://s3-media0.fl.yelpcdn.com/bphoto/NLyh2bIvRGmlACcasvU-5g/348s.jpg,"i can only say that this was a very good piece of cake and a huge portion of cake, but i had to eat the cake and eat the cake"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,2/27/2022,Great stuff coming from someone who prefers savory to sweet...I have stopped here on all 3 times I have been here and I will stop here next time again.,https://s3-media0.fl.yelpcdn.com/bphoto/lKLnM1eLi14Hkh4Pa_6OcA/348s.jpg,a photo of a dessert plate that's on a dessert table at a restaurant
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,3/20/2021,"2nd time ordering the cannoli's, their delicious and great priced! Make sure to sign up for their rewards, you'll receive free items when accumulating points. Plus they offer military discount!","https://s3-media0.fl.yelpcdn.com/bphoto/F4MsUwUPv2fCHBgSATO0Qw/o.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/viJJdVvkSVya6I-AatzEcw/o.jpg",This is the best review for a ice cream place i want a dessert to go with my coffee latte and hot chocolate latte
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,3,1/24/2021,"Had to try this place because of all the hype and seeing it on TV. Covid made it hard because only 8 people are able to go in the bakery at a time. The cakes cookies and pastries looked good, but they are known for their cannolis, so had to try those. We tried their cookies chocolate fudge cupcake and their traditional cannoli. Cookies were ok and the cupcake was kind of in the dry side. The famous cannoli was just ok. Though that the cannoli would be the best item, but all were just so so. Almost forgot our friends got the rainbow cake so we were able to try some of that too. It was moist and very colorful but again nothing special. Was really looking forward to some of his pastries to blow us a away, but was disappointed. This is a place where the hype didn't meet expectations.","https://s3-media0.fl.yelpcdn.com/bphoto/bjhswCdeKjl8ln4H5D345Q/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/nYblx3LSakiqUS4NmwN4Sg/348s.jpg","if you're a dessert lover, this is the perfect dessert for you! i'm writing about the desserts at the hotel i stayed at on a trip to paris last week"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,4/26/2022,"I always come here when I'm at The Venetian Hotel. The last time I came here was on a Sunday, 03/20/22 before 9pm and there was only one guest ahead of me. The cannolis is a must, not too sweet, crunchy and my go to. We got the cheesecake which was a good size portion and tasted good as well. If you like cake, try the confetti cake and red velvet cake, they are delish.",https://s3-media0.fl.yelpcdn.com/bphoto/UOkKEo4BTtxEIDRKVXzbgg/348s.jpg,"ice cream, crepe, and chocolate parfait"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,1/3/2021,"I am a huge fan of cooking and baking shows and loved watching Cake Boss so when I saw there was a Carlos Bakery here, I knew I had to stop in. After reading he reviews on here, I wasn't so sure it would be worth the stop or the money but I'm glad I came anyways. The bakery is actually a lot smaller than I thought it would be. There was also a long line but it moved fairly quickly. I ordered all 4 lobster tail flavors because that seemed to be very popular amongst the yelp reviews. Of course I got the cannolis, one regular and one chocolate dipped. And one slice of red velvet because that's my favorite flavor. Total was about $45. The staff were all nice and helpful. I had a piece of each cannoli and I don't have much to compare it to so I thought it was really good. I prefer the original over the chocolate dipped one. The lobster tails were good. I wasn't expecting such a crunchy exterior but it definitely added texture to the soft cream inside. The red velvet was great. The cake was moist and the frosting had a nice flavor and consistency. I thought it would be overly sweet but it was very balanced. If I lived in the area, I wouldn't go here often to be honest. But it is definitely worth a stop if you're visiting!","https://s3-media0.fl.yelpcdn.com/bphoto/LnbwJ8p5VH5TpJZLeK6bLA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/ppKfZbre49gFumw9ldzTFg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/fIqK9xXQWztphoGsfjwZ3g/348s.jpg",What's the best dessert you've ever had? he's a dessert lover and he's found this great place a review of the pastries and desserts at rio de janeiro sc
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,10/9/2021,"I've always been a fan of Cake Boss and Buddy's family. I've been to the original bakery in Jersey and I've actually met most of his family, including him. I have to say I am really impressed with the selection at this bakery in the Venetian! I loved my lobster tail, especially how crunchy and creamy it was. I got a cookies and cream cupcake which I liked as well. I would definitely recommend going, especially since they have a very small line compared to their bakery in Jersey.",https://s3-media0.fl.yelpcdn.com/bphoto/HJVs2RYr1QtmjKFGLZhAvg/348s.jpg,"i don't know what it is about chocolate, but i am sure it's delicious"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,5/8/2022,wow the food is so amazing here. I know this won't see the business owners eyes but the cannoli's are awesome. I wanted to get a box of 5 and instead I got three because I could not mix and match so that was a few dollars they didn't make and I wonder how many times that happens a day. Everything was yummy especially the lemon custard lobster tail. It was awesome to see my childhood tv show come to life.,"https://s3-media0.fl.yelpcdn.com/bphoto/Nn1QmKU19gpAykbA4TkhSA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/J23Ls9kutdeJyT9MLJiZhw/348s.jpg","if you love ice cream and chocolate, then this is for you. it's a funky and creative tasting experience with many flavors and toppings a churns over a rainbow cake"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,8/10/2021,"Love this place! My mom and I go every time we are in Vegas! Usually not long of a wait and the pastries are always up to par! I recommend the Rasberry linger cookie and the lobster tail, some of the best pastries I have ever had!",https://s3-media0.fl.yelpcdn.com/bphoto/D8frgv9QJ_kF6ia-uZWp3A/348s.jpg,"can you tell me how many times i have made a mess , i don't bake , I bake all the time!"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,2/15/2021,My first time coming here and I was super excited to try some sweets. The line was super long but that wasn't a surprise. Went by super fast. The customer service was great. There cakes were good very moist nothing I thought really special didn't really like the red velvet idk just to much cream cheese for me. The sprinkle cake was good as well. The cakes didn't really give me like a wow omg yes they are so bomb worth a try. Oh yes and the prices are unbelievable. Very affordable!!!,"https://s3-media0.fl.yelpcdn.com/bphoto/_5TX7PxC0fKmQweIymFBKQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/JQaJFz2_8rYNHlLswYv5yg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/1tht3UxCIp-__hUzgYDFpA/348s.jpg","a sweet, spicy and flavorful cupcake with some whipped cream cheese frosting can eat it with a spoon i think this is my favorite place for desserts"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,8/27/2021,"We picked up some desserts after early dinner. They have a lot of different ones to choose from, but my kid wanted a rainbow cake which could be seen everywhere in Vegas (they sold it on a machine at the pizza cake as well), I just went for their class lobster tail. I love my lobster tail; it's so crispy and not overly sweet. Desserts are not too cheap, for 2 items, I spent 15 dollars here, but hey you are in Vegas!",https://s3-media0.fl.yelpcdn.com/bphoto/__jomtIS0dpYhDV1Qz_zMg/348s.jpg,"the best thing about this was the cupcakes, they are so creative, and the frostings are a great blend of flavors, so if you like the icing on your cake, this is the perfect recipe for a cake to go with it, if you like cupcakes, you'll love this one"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,8/20/2021,These cannolis are a must get when you are by Carlo's Bakery. The taste is like no other cannoli out there. Really cool place!,https://s3-media0.fl.yelpcdn.com/bphoto/9I932h8Jz7U589dqQ2LqHw/348s.jpg,this is the best ice cream ever! i cant wait to try it! i wish there were more ice cream shops in nyc so i can get more ice cream!
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,6/15/2021,Carlo's Bakery made my wedding cake and all the pastries for our wedding! The cake was unbelievably delicious and absolutely more beautiful than I ever expected! Everyone raved about the pastries.,https://s3-media0.fl.yelpcdn.com/bphoto/0cBc71wrsPZyVBdDLotyqQ/348s.jpg,I saw this picture at the end of my lunch at the new rio buffet.
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,2/19/2021,Lobster tail is as good as I remember. The pastry is crispy with lightly dusted powdered sugar and the cream is smooth and not too sweet. The rest of the pastries look okay. I come here mainly for the lobster tail. Before COVID the line usually wrapped around the corner but it is quick today.,https://s3-media0.fl.yelpcdn.com/bphoto/lVounU3y-Fv21sT3P0y8pw/348s.jpg,
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,2,1/31/2021,"I read the reviews before I purchased the cake but still purchased it because it was cute. Had it delivered through Uber Eats. It was worth it to not deal with the Strip and Venetian during a pandemic. Anyway, the cake wasn't dry at all, but it wasn't good. It very much so tasted like a store-bought cake. The buttercream frosting was gritty ... like in the way that your mouth feels a little gritty after your teeth are polished but you haven't fully rinsed, yet. Without delivery, the cake is only like $36. It's not terrible, but honestly, I'd prefer my own h go one made cake or a boxed cake compared to this. It just wasn't very flavorful. That said, the cake was gorgeous and the colors were vibrant, so.... I guess that was the trade-off?",https://s3-media0.fl.yelpcdn.com/bphoto/xVbexlC8dHbYrx70uqF8bA/348s.jpg,A rainbow cake is a pretty cake for someone who likes rainbows and rainbows
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,2/17/2022,"Carlo's is right across the hallway from Buddy V's restaurant inside Venetian's Grand Canal Shoppes and it's so worth the long walk to get there. I tried the pecan chocolate chip cookie which has 2 kinds of chocolate and the cookies and cream cupcake. Both were super sweet and amazing! Prices are normal for a casino, so there was nothing to complain about.","https://s3-media0.fl.yelpcdn.com/bphoto/7eWkguTBysrOe5rcM5uFHQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/AUIb3EIRe8yp6fHv-YggHQ/348s.jpg","i'm not a dessert lover , but i would like to try a cupcake and an apple pie at the bakery at st mark & mc in la if you are interested in what the new bakery in town has to offer, you might be interested in the following"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,2/25/2022,Grew up watching cake boss and have been a big fan of buddy. For the birthday cake and it was pretty good. For some reason I expected a lot more given the hype this business has. It was still very good but maybe I just got the cake on the wrong day. Hope to return soon and have a better experience,https://s3-media0.fl.yelpcdn.com/bphoto/2d-m5CRyFQgXqoM8213ejw/348s.jpg,a great cake shop with amazing cakes and pastries
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,2/3/2021,This cake was delicious! I was nervous it was going to be a little too sweet but it was the perfect balance. The cake was very moist and the frosting was delicious.,https://s3-media0.fl.yelpcdn.com/bphoto/iDDpCh1_6R9Rcyl3IsbLnA/348s.jpg,i like it
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,7/12/2022,"We were walking to get some coffee and decided to stop in. They were going to close in less than 20 minutes. Lots of good options. Some of which rotate. We got a lemonade lavender, strawberry, and a blueberry one. All so delicious! Couldn't tell it was vegan and the texture and flavors are better than most donuts I've had. Staff was nice! 2 of them. They helped give suggestions and didn't rush us even though they were closing soon.",https://s3-media0.fl.yelpcdn.com/bphoto/O217h57mU0Auu2PGzvrEQg/348s.jpg,"a few different styles of pancakes with streusel, blueberry, and orange syrup, and vanilla"
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,4/16/2022,"Visited The Vegan Doughnut Company today after much anticipation and hearing many rave reviews!! It 100% lived up to the hype! I tried the Fruity Cereal Milk and wow, it was delicious. The dough was so airy, fluffy, and light. It was sweet, but not overwhelmingly so. I also tried a few bites of their Easter-themed doughnuts, which were more of a cake doughnut consistency and also top-notch. The quality of these doughnuts is truly unmatched. I've heard a non-vegan say that these were the best doughnuts they've ever had. The location of the Vegan Doughnut Company is extremely convenient, on the main street of Lakewood. There is ample parking space in the lot for the shopping center behind the shop. Love to support this excellent local business.",https://s3-media0.fl.yelpcdn.com/bphoto/9CliadciksLCx5Xzi--tMQ/348s.jpg,You're a dessert lover writing a Yelp review on a cupcake
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,5/22/2022,Hooooly hell these are some truly delicious doughnuts! Got up early and made the short drive to Lakewood to pick up a dozen vegan doughnuts! The staff was so friendly and recommended which I should try. Their menu changes each month so there's new flavors to try every month! Parking is available on the street and these can be a little pricey but you get some BIG doughnuts and they're probably the best vegan ones I've had!,"https://s3-media0.fl.yelpcdn.com/bphoto/RqaCQavomkhd4qT-kuOcGg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/ZkRCrV4UXc2RwRQxYp8mVA/348s.jpg","You can try it for free, and then write a review i had a delicious croissant, a creme-filled cookie, a chocolate cake and a cinnamon bun, and everything was great"
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,6/7/2022,"No complaints from me! All were good! The lemon lavender, and the Boston Cream were EXCELLENT! My family loved the other flavors too! Bring a good container to get 10% off. Thank you! We will be back!",https://s3-media0.fl.yelpcdn.com/bphoto/M2k4iuPDt1eFFdq-09YTTQ/348s.jpg,"aeolian style, in a cute restaurant and bar, at the end of ludgate square"
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,5/15/2022,"Went here on a Saturday afternoon, they still had a great collection. We tried the key lime, strawberry shortcake, key lime, carrot cake, cookie dough and lemon lavender. They were all so fresh and you couldn't even tell they were vegan. My favorite was the key lime and carrot cake. Staff was all nice and helpful! Would definitely go again.",https://s3-media0.fl.yelpcdn.com/bphoto/vdWP3QcD_vWO9YknYqBwOQ/348s.jpg,i was in the bakery today and saw a small sample of this ice cream sandwich sandwich with some mini cookies on it
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,2/20/2022,"The word ""vegan"" isn't normally my cup of tea, but these fresh and colorful donuts did not disappoint. I waited ten minutes in a very quick line and chose from maybe 8 colorful donut options. I really enjoyed the strawberry cream filled one and the strawberry shortcake was also a hit. Will be back.",https://s3-media0.fl.yelpcdn.com/bphoto/liuJDYICUK6SVEup07Ty1Q/348s.jpg,"i'd like to try it, but it was too sweet and too sweet for me"
https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,5,1/20/2022,Best donuts ever. I'm not even vegan but I can't even taste a regular donut now because it won't be as good. Wow they are so sweet yet not that sweet where it's gonna hurt your teeth. They have sooo many kinds of flavors and I love how they come out with new ones every month. Beware thought because they're not open everyday and when they are they sell out FAST. Like there will be a line out the door and for good reason. And you may not like the prices at first but these are fulling donuts. You're getting your money's worth!,https://s3-media0.fl.yelpcdn.com/bphoto/Jx1vazRiHh17Q06bW4Q-YQ/348s.jpg,"a box of froyo, with a shaved chocolate layer and chocolate mousse and vanilla cake, served with a scoop of caramel ice cream"
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,5/7/2022,"GOURMET CAKE & PASTRIES AT ITS FINEST! The Butterwood Bake Consortium is one of my favorite places to stop for dessert if I'm in the city. The shop has this super cool vintage speakeasy type of vibe and the cake and dessert assortments are incredible. This is not just a place you go for a slice of chocolate cake, however, no, no.... These flavors are anything but ordinary - pictured here: Lavender cake with agave buttercream. Or how about Rose Poppy seed with a vanilla frosting? Olive oil cake with a orange honey icing, brown butter blondies with a cinnamon/sugar ""pixie dust"" topping. And these are just to name a few I saw last night. The flavors and assortments change every time I go, and I promise they never disappoint and are all ""melt in your mouth"" Incredible! Bonus: they also are open late and have wonderful coffee and tea options to go alongside your dessert! It's the perfect evening spot after a nice dinner if your in the city/Lawrenceville area!",https://s3-media0.fl.yelpcdn.com/bphoto/K51bSFobJ2iSEWgsepfdzA/348s.jpg,"A dessert layered with chocolate mousse, creme caramel and ice cream, topped with chocolate mousse, whipped cream and caramel sauce"
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,3/26/2022,"Stopped in for the first time last night. Was a cute way to end date night. The vibes are chill AF and the aesthetic is very vintage living room meets comfy-cozy coffee shop. It was very lowkey and quiet - couple people were even reading books peacefully while enjoying their pastries. Everyone was very nice and the items were well priced. We didn't try their coffee because it was 9pm but it all looked good. We ordered an earl grey parfait cake to split. I was pleasantly surprised to find that it wasnt overwhelming sweet as some dessert shops are. It was the perfect balance of flavor and subtle sweetness. My GF who doesn't like cake (i know, i know) even enjoyed it which is saying something! Definitely recommend this place for a cute date, me-time, or a chill friend meet up. Also their cakes looked delicious and were so beautiful, for sure would consider purchasing if I ever need one for an event!",https://s3-media0.fl.yelpcdn.com/bphoto/OFU9-3550P0gTZxdDC888Q/348s.jpg,i have this thing and i love it but i cant find anything like it in philippines
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,6/30/2022,"Wow this place is a gem. Inviting, beautifully decorated and amazing selections of baked goods. Great for an intimate meeting place, remote working space or writing. Street parking is in front of the bakery.",https://s3-media0.fl.yelpcdn.com/bphoto/pXbjR_CpafXQx2XxVT2oQQ/348s.jpg,"i like the atmosphere very relaxing and friendly, and the ice cream is awesome"
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,6/21/2022,"Visited the BBC for the first time a few weeks ago for a late-night treat with friends, and it was delightful! This place has been on my list to visit for years now, and I'm sorry I waited so long - their cakes are incredible! I tried a slice of orange poppy cake and it was moist, flavorful, not too sweet, and incredibly balanced in textures and elements. They had so many interesting options to choose from, it was so difficult to decide on just one dessert! Many of their offerings are vegan, too, just as a PSA! I'd love to get one of these cakes for a birthday gift or a special occasion, and for all my future late night sweet tooth cravings. I would be remiss not to mention that the staff member serving us that night was unceasingly kind, patient, and so helpful despite the busy line of patrons. My hope is that this place is around for many years to come! I can't wait to return!","https://s3-media0.fl.yelpcdn.com/bphoto/2E8MncZrsEWYXB4jVZkDSA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/_zkaRraVcEmncNsyPQOl5g/348s.jpg","You're a dessert lover and have been toying with some of the best cupcakes in town, and this is one of them i tried on a recent trip to belve canadian chocolate cake in the california desert"
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,6/29/2022,"When you walk in here your eyes are gonna be all over scanning the walls, decor, and the adorable selection of cakes. They're almost too pretty to eat!",https://s3-media0.fl.yelpcdn.com/bphoto/Csr1tVPKxGnCNh_CBHkhGQ/348s.jpg,can you write a review of your favorite dessert?
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,3/11/2022,I haven't been to Butterwood in awhile but was driving past it and decided to stop for a sweet treat to take home. I was going to get a slice of cake but saw this adorable tea cake (I bought two different ones but only took a photo of one!) and decided to get. It was the perfect bite size for breakfast with my latte. I highly recommend BBC for any treats. Note: I'm not sure if the frosting is vegan but many of the cake based are.,https://s3-media0.fl.yelpcdn.com/bphoto/RpnavXJ3IKEwC0FspTLtLg/348s.jpg,i've eaten here and it was delicious i also like the menu selection a lot
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,1/29/2022,"I really liked the bakery decor and reminded me very much of NYC. Unfortunately we got there when there was only one vegan dessert option (would've liked to have been able to try a couple more). However, this blueberry cobbler was to die for so I'm not mad . Do stop in for a tasty treat!",https://s3-media0.fl.yelpcdn.com/bphoto/4cfQDl9VoJyFdHv9WbRrEQ/348s.jpg,"""It was a great experience for me because they didn't push me to buy anything, they asked me what I wanted to try and let me take a risk and they were always there to help me."
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,2/6/2022,Updating this review and adding a star because I came back twice in one weekend for the earl grey tea cake with chocolate buttercream. Service was excellent both times!,https://s3-media0.fl.yelpcdn.com/bphoto/28KLDoQ4PSVgxGR1w1tq-A/348s.jpg,"oh, how i love my ice cream"
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,1/29/2022,By far the best cakes I've ever eaten. Each had its own unique decoration and taste! Definitely dine in if you can. Take a look at all the cool details and how perfectly curated each piece is.,https://s3-media0.fl.yelpcdn.com/bphoto/iFq12Tp3CcQY4UkpWWUz_Q/348s.jpg,"i'd give it 5 stars, if i could get 5 stars"
https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,4/24/2022,"Awesome KLVN coffee and scrumptious desserts. Serious coffee, no flavors but you can get your latte sweet if desired. French victorian decor meets shabby chic. My new favorite coffee shop.",https://s3-media0.fl.yelpcdn.com/bphoto/ndXU_JOuEV0eE5bh_JYkNA/348s.jpg,i had a delicious gelato at this cafe and i was really impressed.
https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,3/18/2022,"LP for my visit on 3/5. We had just finished lunch at Fukuburger and despite the fact that it was cold and windy, I was craving ice cream and in case you were wondering...no I'm not preggo :-) My friend recommended this spot and since I'm always about trying new places I readily agreed. I ordered the following: 1 pint of Chocolate Malt with Caramel (malted chocolate ice cream with caramel ripple) 1 pint of Coffee Chocolate Chip (coffee ice cream with chocolate chips) 1 scoop of Blue Monster (blue vanilla ice cream with Oreo Ã‚Â® cookies and Nestle Ã‚Â® Chocolate Chip Cookies) PROS: Ice cream was phenomenal. Creamy, silky smooth and delicious. Prices were very reasonable. CONS: Short line.....long wait. This wouldn't normally be a problem, but when it's super windy and you have to stand outside to order :-( I will definitely be back to try the other flavors. I'm an ice cream fiend so it's my mission to try every single flavor on the menu....twice... LOL",https://s3-media0.fl.yelpcdn.com/bphoto/II8mJxXrX82DKgHpbUBLVA/348s.jpg,i have the best ice cream in town 
https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,7/11/2022,Perfect for the hot summer heat. I found a coupon online that's good for 2 waffle cones for the price of $7.50. I couldn't be happier. Their quality is consistent and creamy deliciousness! So many yummy flavor. I chose pecan praline and hubby chose the blue monster which we have no idea what flavor it is lol a mystery blue flavor. Kids would love it!,"https://s3-media0.fl.yelpcdn.com/bphoto/0VjM1qFbwMU4xzqIaNlDeQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/zW9WiZfkpn5CBPf5CXMolg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/bvM9ueRMOsjnQXAr-8kScg/348s.jpg","sand and ice cream is one of those classic frozen delights that is all-to-go for the winter season. ice cream cones, ice cream shakes, and many other ice cream treats are available for sale during the summer a ice cream cone and a cookie in an ice cream cone."
https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,6/20/2022,"Favorite genuine ice cream stop, seasonal flavors alway change to add variety. I tried the chocolate peanut butter brownie and chocolate pecan. One kid had the sherbet flavors: lime, pineapple, orange and red raspberry. The other had the Cookie Monster and grandma had bing cherry. Everyone enjoyed their choices.","https://s3-media0.fl.yelpcdn.com/bphoto/Od6ElHkHySJ2J5jb2qVaew/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/IPzn_Qh1-9kCw8a6PnzM7Q/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/pY_7pYXWrVkaXeifl1AoRA/348s.jpg","i like the ice cream and can't wait to go back to try the gelato tame, but nice, and they have great ice cream, and the burger was huge! i love the ice cream and this is like the best thing ever i have had ever"
https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,3/5/2022,"The best ice cream in Vegas, no question. They sell money at a quite affordable price compare to others. The portion is huge and the waffle is so amaxing. I fell in love with their pitaschio and chocoholic chunk. The strawberry and pineapple also amazing but sadly not avaiable till summer","https://s3-media0.fl.yelpcdn.com/bphoto/R9CByd33-3JMBhwDGs8I6w/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/AxQbZHX_yQK5kx94udT7Wg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/_QYgdj9e6NLITlqJJJXz0w/348s.jpg","Then, a few months later, i get another email from my daughter requesting my review of this place screamed with chocolate flavor You're a dessert lover writing a Yelp review about dessert"
https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,4,2/2/2022,"Great flavors but I'm docking a star for portion size. I've eaten at other locations and the portions are significantly larger. These were notably small and one of our orders was given to the wrong person and we got hassled about it. They ultimately remade it but we thought for a moment that they were going to try and charge us to remake it. If the flavors hadn't been so strong, I would have given one or two less stars for the overall experience.",https://s3-media0.fl.yelpcdn.com/bphoto/1hJR9162frCFUQcD8KoK6g/348s.jpg,a cupcake is a square cake with a frosting on top
https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,2/8/2022,The pastries here were delicious. They weren't too sweet which can sometimes be an issue. The customer service was also great. They had additional seating in the rear if you wanted to sit down and do some work. I also had the macaroons which I thought were also good and they had a variety you could choose.,"https://s3-media0.fl.yelpcdn.com/bphoto/aq_3Yo3gJUOLj6O2yW4rWw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/wz10JySKUZjMLqcc1qyEjg/348s.jpg",4 steps to write an amazing review crow and whites are the best!
https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,7/5/2022,Have loved Amelies for a long long time and I absolutely love their new location for noda! Its bright and clean without a difference in the food quality. No complaints!!,https://s3-media0.fl.yelpcdn.com/bphoto/-i5AYhZ-kdjlle9fh0NT9w/348s.jpg,"yelp vs. yelp  bbq food , bbq food, bbq food, bbq food, bbq food, bbq food, bbq food, bbq food, bbq food, bbq food, bbq food, bbq, bbq, bbq food, "
https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,5/16/2022,This place is absolutely Amazing and the food was incredible. We'll def be adding this to our routine.,"https://s3-media0.fl.yelpcdn.com/bphoto/51CwjOEq7ptv7i5hXXWo5Q/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/Hj_AkOQXyRhe7K8_SC4yJg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/8CTLwBkbNOHMVc7XHbWZAw/348s.jpg","i went to the new latte in chicago. a plate of sweets is a favorite for many, and this time they're in the form of a dessert it's a creme cake in a pastry cone with berries on top"
https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,2/27/2022,This is the go to spot for macarons and other French pastries. They have the best macarons I have ever tasted. Always fresh and flavorful. I also enjoy their coffee they have a small selection but it's a great selection. The flavor of their coffee is delicious . Their decorations are also a sight to be seen. I realized a chandelier can be made out of anything.,https://s3-media0.fl.yelpcdn.com/bphoto/RYgrbL9iSqPr4kXSi9h3TA/348s.jpg,ice cream is my favorite dessert i cant get enough of it!
